nbis-gene-11719	GO:0016020
nbis-gene-11504	GO:0062023,GO:0031012,GO:0005576,GO:0120216,GO:0005509,GO:0005201,GO:0030198
nbis-gene-11097	GO:0005737,GO:0005634,GO:0005524,GO:0036430,GO:0004127,GO:0036431,GO:0033862,GO:0006207,GO:0046705,GO:0016310,GO:0006225
nbis-gene-11097	GO:0005737,GO:0005634,GO:0005524,GO:0036430,GO:0004127,GO:0036431,GO:0033862,GO:0006207,GO:0046705,GO:0016310,GO:0006225
nbis-gene-11174	GO:0031410,GO:0030425,GO:0030426,GO:0005871,GO:0005874,GO:0005524,GO:0016887,GO:0008017,GO:0003777,GO:0007420,GO:0022038,GO:0007018
nbis-gene-11028	GO:0005576,GO:1904813,GO:0034774,GO:0003723
nbis-gene-11062	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-11502	GO:0009897,GO:0005615,GO:0016020,GO:0005886,GO:0031092,GO:0005509,GO:0048306,GO:0042806,GO:0008201,GO:0001530,GO:0070492,GO:0033691,GO:0016339,GO:0035584,GO:0098609,GO:0007157,GO:0006954,GO:0007159,GO:0050900,GO:0050901,GO:0045785,GO:0002687,GO:1903238,GO:0010572,GO:0002691,GO:0033623,GO:0034097,GO:0032496,GO:0014070
nbis-gene-11520	GO:0031672,GO:0022625,GO:0022626,GO:0005634,GO:0045202,GO:0003723,GO:0003735,GO:0002181,GO:0045471
nbis-gene-11632	GO:0015485,GO:0120020,GO:0070508
nbis-gene-10916	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-10833	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-10869	GO:0005737,GO:0005829,GO:0005654,GO:0005634,GO:0019005,GO:0043153,GO:0007399,GO:0014033,GO:0043161,GO:0000209,GO:0006515,GO:0016567,GO:0008589,GO:0031146
nbis-gene-11670	GO:0005589,GO:0062023,GO:0005788,GO:0070062,GO:0031012,GO:0005576,GO:0005615,GO:1903561,GO:0042383,GO:0030020,GO:0004867,GO:0007155,GO:0007517,GO:0009749
nbis-gene-11590	GO:0031526,GO:0005783,GO:0005789,GO:0016020,GO:0005902,GO:0005886,GO:0047676,GO:0015245,GO:0005324,GO:0004467,GO:0000166,GO:1901480,GO:0090434,GO:0090433,GO:0031957,GO:0090630,GO:0051649,GO:0006631,GO:0015908,GO:0044381,GO:1990379,GO:0044539,GO:0001676,GO:0015909,GO:0001579,GO:0046627,GO:0043065,GO:0007584,GO:0043588,GO:0150104,GO:0042760
nbis-gene-11081	GO:0010008,GO:0005794,GO:0005765,GO:0045087
nbis-gene-11699	GO:0033263,GO:0005737,GO:0005769,GO:0043231,GO:0016020,GO:0046332,GO:0005160,GO:0006914,GO:0034058,GO:0008333,GO:0006886,GO:0006355,GO:0007165
nbis-gene-10944	GO:0042575,GO:0003887,GO:0004519,GO:0003676,GO:0003964,GO:0015074
nbis-gene-11306	GO:0005576,GO:0030115,GO:0030246,GO:0000272
nbis-gene-11636	GO:0071013,GO:0016607,GO:0005654,GO:0005634,GO:0005681,GO:0005686,GO:0071005,GO:0071004,GO:0005684,GO:0003723,GO:0000389,GO:0045292,GO:0006397,GO:0000398,GO:1903241
nbis-gene-11066	GO:0005886,GO:0005085,GO:0007265
nbis-gene-10948	GO:0005634,GO:0046872,GO:0046983,GO:0006355
nbis-gene-10882	GO:0070062,GO:0005886,GO:0005509,GO:0098609,GO:0021987,GO:0007157,GO:0035329,GO:0007156,GO:0022008
nbis-gene-10879	GO:0044754,GO:0005776,GO:0000421,GO:0005737,GO:0005829,GO:0098978,GO:0005770,GO:0005874,GO:0031090,GO:0045202,GO:0008017,GO:0005543,GO:0031625,GO:0000045,GO:0097352,GO:0006914,GO:0000422,GO:0034198,GO:0071280,GO:0070301,GO:0006995,GO:0009267,GO:0016236,GO:0010040,GO:0010288,GO:0031667
nbis-gene-11290	GO:0000785,GO:0005829,GO:0032039,GO:0043231,GO:0005654,GO:0005634,GO:0090694,GO:0032116,GO:0003682,GO:0070087,GO:0061775,GO:0042826,GO:0036033,GO:1990841,GO:0003714,GO:0007420,GO:0071481,GO:0006338,GO:0050890,GO:0048589,GO:0048565,GO:0006974,GO:0042471,GO:0048701,GO:0048557,GO:0035115,GO:0048703,GO:0034087,GO:0071169,GO:0035261,GO:0048592,GO:0060325,GO:0045444,GO:0035136,GO:0061010,GO:0007507,GO:0003007,GO:0034088,GO:0061780,GO:0007064,GO:0000070,GO:0045892,GO:0000122,GO:0003151,GO:0031065,GO:0040018,GO:2001224,GO:0045778,GO:0045944,GO:0008104,GO:0048638,GO:0045995,GO:0042634,GO:0006357,GO:1990414,GO:0007605,GO:0035019,GO:0061038
nbis-gene-11608	GO:0030424,GO:0043197,GO:0098978,GO:0099092,GO:0099519,GO:0001701,GO:0060998,GO:0061001
nbis-gene-10875	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-11003	GO:0000421,GO:0005737,GO:0031901,GO:0031902,GO:0005765,GO:0005886,GO:0060171,GO:0008289,GO:0072345,GO:0042491,GO:0007626
nbis-gene-10861	GO:0046872,GO:0003723,GO:0003964,GO:0009036,GO:0006310,GO:0090305,GO:0032197
nbis-gene-11228	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-11219	GO:0042575,GO:0003887,GO:0019899,GO:0003676,GO:0008270,GO:0015074
nbis-gene-11526	GO:0005576,GO:0004252,GO:0006508
nbis-gene-10958	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-11576	GO:0005789,GO:0047676,GO:0000166,GO:1901480
nbis-gene-11270	GO:0030424,GO:0005604,GO:0005938,GO:0030054,GO:0032154,GO:0062023,GO:0005576,GO:0043025,GO:0005886,GO:0008046,GO:0005509,GO:0007156,GO:0050808
nbis-gene-11528	GO:0005576,GO:0004252,GO:0006508
nbis-gene-11396	GO:0005737,GO:0005730,GO:0005634,GO:0046872,GO:0004842,GO:0006915,GO:0016567
nbis-gene-11744	GO:0032044,GO:0005654,GO:0005634,GO:0003682,GO:0019899,GO:0003729,GO:0046982,GO:0032785,GO:0000122,GO:0032786,GO:0016239,GO:0045944,GO:0034243,GO:0006368,GO:0140673
nbis-gene-11863	GO:0005634,GO:0046872,GO:0046983,GO:0006355
nbis-gene-10731	GO:0032541,GO:0005737,GO:0005783,GO:0005789,GO:0016020,GO:0005886,GO:0033017,GO:0005509,GO:0062101,GO:0055074,GO:0070588,GO:0008283,GO:0071277,GO:0060325,GO:0035108,GO:0008285,GO:0007389,GO:0010524,GO:0045893,GO:0090316,GO:0045862,GO:0051480,GO:1901879,GO:0031647,GO:0033198,GO:0060021
nbis-gene-10998	GO:0005912,GO:0005737,GO:0030425,GO:0005634,GO:0043204,GO:0005886,GO:0014069,GO:0008013,GO:0045296,GO:0007155,GO:0098609,GO:0007043,GO:0060997,GO:0060828,GO:0007165,GO:0050808,GO:0016055
nbis-gene-11240	GO:0005912,GO:0005604,GO:0005938,GO:0030054,GO:0032154,GO:0062023,GO:0005737,GO:0005576,GO:0005927,GO:0005509,GO:0030036,GO:0071711,GO:0007049,GO:0051301,GO:0007157,GO:0007156,GO:0009617
nbis-gene-11032	GO:0005737,GO:0019005,GO:0004842,GO:0031146,GO:0006511
nbis-gene-11919	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-11685	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-10835	GO:0005737,GO:0005856,GO:0031514
nbis-gene-11617	GO:0005576,GO:0030248,GO:0031176,GO:0045493
nbis-gene-11377	GO:0071013,GO:0005634,GO:0071011,GO:0030532,GO:0005681,GO:0005524,GO:0016887,GO:0003676,GO:0003724,GO:0000278,GO:0000398,GO:0000381,GO:0007283,GO:0000388,GO:0007419
nbis-gene-11264	GO:0000221,GO:0046961
nbis-gene-11577	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-11093	GO:0043590,GO:0005694,GO:0005737,GO:0030894,GO:0017117,GO:0043138,GO:0005524,GO:0016887,GO:0008094,GO:0003677,GO:0003678,GO:0009378,GO:0017116,GO:0046914,GO:0008270,GO:0006974,GO:0032508,GO:0006310,GO:0006281,GO:0006260,GO:0009432
nbis-gene-10728	GO:0005768,GO:0030897,GO:0031902,GO:0005765,GO:0046872,GO:0030674,GO:0045176,GO:0015721,GO:0007032,GO:0008333,GO:0043485,GO:0048069,GO:0006886,GO:0007040,GO:0060036,GO:0007634,GO:0048284,GO:0048757,GO:0006904
nbis-gene-11238	GO:0000781,GO:0032839,GO:0098978,GO:0043025,GO:0005634,GO:0098794,GO:0000981,GO:0140297,GO:0003691,GO:0000900,GO:0032422,GO:0003723,GO:0000977,GO:0003697,GO:0046332,GO:0140416,GO:0098963,GO:0006270,GO:0006268,GO:0050673,GO:0046651,GO:0000122,GO:0007399,GO:0008284,GO:0006357
nbis-gene-10816	GO:0009986,GO:0062023,GO:0005768,GO:0031012,GO:0005615,GO:0045121,GO:0005886,GO:0098552,GO:0045202,GO:0005507,GO:0017134,GO:0043236,GO:0016477,GO:0030200,GO:0040037,GO:2001016,GO:1905475
nbis-gene-10733	GO:0005737,GO:0000139,GO:0005765,GO:0005634,GO:0005886,GO:0008047,GO:0019003,GO:0005525,GO:0003924,GO:0042802,GO:0061630,GO:0004842,GO:0008270,GO:0045087,GO:0006886,GO:0010508,GO:0016567,GO:0016192
nbis-gene-11726	GO:0005581,GO:0005615,GO:0005179,GO:0042802,GO:0097009,GO:0019395,GO:0045792,GO:1900078
nbis-gene-10742	GO:0005634,GO:0003677
nbis-gene-11711	GO:0005886,GO:0038023,GO:0005496
nbis-gene-11911	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-11230	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-10768	GO:0031083,GO:0031901,GO:0005768,GO:0005654,GO:0071203,GO:0016197,GO:0007032,GO:0015031,GO:0034315
nbis-gene-11784	GO:0016020,GO:0099149
nbis-gene-11292	GO:0071013,GO:0016020,GO:0005654,GO:0005634,GO:0005681,GO:0071006,GO:0071005,GO:0046540,GO:0005682,GO:0005524,GO:0016887,GO:0004386,GO:0042802,GO:0003723,GO:0003724,GO:0000354,GO:0000398,GO:0001649,GO:0000388
nbis-gene-11278	GO:0005737,GO:0004161,GO:0004337,GO:0046872,GO:0006695,GO:0045337,GO:0033384
nbis-gene-11278	GO:0005737,GO:0004161,GO:0004337,GO:0046872,GO:0006695,GO:0045337,GO:0033384
nbis-gene-11552	GO:0005615,GO:0004099,GO:0008270,GO:0006032,GO:0000272
nbis-gene-10867	GO:0005737,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0045202,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-11460	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-11733	GO:0032044,GO:0005654,GO:0005634,GO:0003682,GO:0019899,GO:0003729,GO:0046982,GO:0032785,GO:0000122,GO:0032786,GO:0016239,GO:0045944,GO:0034243,GO:0006368,GO:0140673
nbis-gene-11061	GO:0005654
nbis-gene-11266	GO:0003964
nbis-gene-10774	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-11763	GO:0035631,GO:0005813,GO:0009898,GO:0005829,GO:0042802,GO:0031996,GO:0005164,GO:0031625,GO:0008270,GO:0006915,GO:0097400,GO:0048255,GO:0043123,GO:0008284,GO:0051092,GO:0042981,GO:0043122,GO:0007165,GO:0023019,GO:0033209
nbis-gene-11095	GO:0005737,GO:0004512,GO:0006021,GO:0008654
nbis-gene-11602	GO:0005930,GO:0005737,GO:0005829,GO:0005576,GO:0016607,GO:0005886,GO:0000922,GO:0070840,GO:0070286,GO:0035082,GO:0060271,GO:0003341,GO:0071907,GO:0071910,GO:0035469,GO:0060287,GO:0001947,GO:0036159,GO:0060972,GO:0030324,GO:0044458,GO:0036158,GO:0003356
nbis-gene-10775	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-11591	GO:0035631,GO:0005813,GO:0009898,GO:0005829,GO:0042802,GO:0031996,GO:0005164,GO:0031625,GO:0008270,GO:0006915,GO:0097400,GO:0048255,GO:0043123,GO:0008284,GO:0051092,GO:0042981,GO:0043122,GO:0007165,GO:0023019,GO:0033209
nbis-gene-11768	GO:0035631,GO:0005813,GO:0009898,GO:0005829,GO:0042802,GO:0031996,GO:0005164,GO:0031625,GO:0008270,GO:0006915,GO:0097400,GO:0048255,GO:0043123,GO:0008284,GO:0051091,GO:0051092,GO:0042981,GO:0043122,GO:0007165,GO:0023019,GO:0033209
nbis-gene-10962	GO:0005634,GO:0003677
nbis-gene-11917	GO:0031258,GO:0001843
nbis-gene-11942	GO:0005634,GO:0000981,GO:0046872,GO:0000978,GO:0006357
nbis-gene-11171	GO:0044423
nbis-gene-10801	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-11915	GO:0005737,GO:0005524,GO:0004305,GO:0006646,GO:0016310
nbis-gene-11540	GO:0016207,GO:0005524,GO:0009698
nbis-gene-11096	GO:1990904,GO:0005840,GO:0003735,GO:0006412
nbis-gene-11319	GO:0005634,GO:0004190,GO:0003677,GO:0003887,GO:0004519,GO:0046872,GO:0003723,GO:0003964,GO:0015074,GO:0006310,GO:0006508
nbis-gene-11624	GO:0005581,GO:0062023,GO:0005788,GO:0031012,GO:0005576,GO:0005615,GO:0005201,GO:0030020,GO:0030674,GO:0007155,GO:0030154,GO:0098609,GO:0030198,GO:0007519,GO:0001501
nbis-gene-11185	GO:0000118,GO:0046872,GO:0004518
nbis-gene-11676	GO:0005604,GO:0005581,GO:0005615,GO:0030020,GO:0046872,GO:0030282,GO:0030198,GO:0048570,GO:0001501
nbis-gene-11708	GO:0080008,GO:0005829,GO:0016604,GO:0016363,GO:0005654,GO:0005634,GO:0032991,GO:0016567
nbis-gene-11282	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-11416	GO:0042575,GO:0003887,GO:0019899,GO:0003676,GO:0008270,GO:0015074
nbis-gene-10970	GO:0005654,GO:0005634,GO:0003677,GO:0006355
nbis-gene-11538	GO:0005739,GO:0005634,GO:0005524,GO:0106310,GO:0004674,GO:0004712,GO:0016310,GO:0009651,GO:0010182
nbis-gene-11581	GO:0005730,GO:0003676,GO:0008270
nbis-gene-11148	GO:0005634,GO:0004843,GO:0008270,GO:0007049,GO:0051301,GO:1904667,GO:0016579
nbis-gene-11147	GO:0005829,GO:0005769,GO:0005096,GO:0006897
nbis-gene-11797	GO:0005509,GO:0005096
nbis-gene-11781	GO:0005581,GO:0062023,GO:0005576,GO:0030020,GO:0007155
nbis-gene-10946	GO:0005737,GO:0005634,GO:0009873,GO:0010105,GO:0016567,GO:0009723,GO:0006511
nbis-gene-11340	GO:0000428,GO:0005634,GO:0003677,GO:0003899,GO:0046872,GO:0006366
nbis-gene-11439	GO:0019005,GO:0031146
nbis-gene-11753	GO:0005794,GO:0032580,GO:0043231,GO:0008376,GO:0047238,GO:0033842,GO:0030206
nbis-gene-11707	GO:0005813,GO:0031463,GO:0005737,GO:0005829,GO:0045171,GO:0005764,GO:0072686,GO:0005634,GO:0005827,GO:0071889,GO:1990756,GO:0051301,GO:0071233,GO:0000070,GO:0007094,GO:0010507,GO:0032480,GO:0030307,GO:1904263,GO:0043161,GO:0006513
nbis-gene-10985	GO:0034364,GO:0003847,GO:0034186,GO:0004607,GO:0047179,GO:0004771,GO:0042632,GO:0008203,GO:0034375,GO:0042158,GO:0006656,GO:0046470,GO:0090107,GO:0043691,GO:0034372
nbis-gene-11479	GO:0005737,GO:0005777,GO:0008445,GO:0071949,GO:0006533,GO:0019478
nbis-gene-11277	GO:0005829,GO:0005634,GO:0043186,GO:0005524,GO:0003677,GO:0003700,GO:0004386,GO:0016787,GO:0046872,GO:0003723,GO:0035194
nbis-gene-11198	GO:0016747,GO:0046677
nbis-gene-11816	GO:0071013,GO:0016607,GO:0005634,GO:0005681,GO:0071006,GO:0071007,GO:0071005,GO:0003723,GO:0000398
nbis-gene-10798	GO:0005829,GO:0000139,GO:0031201,GO:0005484,GO:0015031,GO:2000156,GO:0042147
nbis-gene-11620	GO:0071014,GO:0061632,GO:0000398
nbis-gene-10997	GO:0005615,GO:0005764,GO:0016020,GO:0005654,GO:0052740,GO:0016411,GO:0047499,GO:0004622,GO:0008374,GO:0102545,GO:0052739,GO:0008970,GO:0008270,GO:0006672,GO:0006651,GO:0006631,GO:0006650,GO:0034638,GO:0046470,GO:0046338,GO:0046471,GO:0006658
nbis-gene-11791	GO:0004190,GO:0004519,GO:0046872,GO:0003964,GO:0006508
nbis-gene-11543	GO:0016207,GO:0005524,GO:0016405,GO:0009698
nbis-gene-11118	GO:0070161,GO:0030054,GO:0031410,GO:0005829,GO:0005654,GO:0005886,GO:0045296,GO:0005096,GO:0043547
nbis-gene-11388	GO:0005743,GO:0031966,GO:0046872,GO:0004222,GO:0002024,GO:0097009,GO:0006006,GO:0140468,GO:0140467,GO:0006629,GO:0034982,GO:0033108,GO:0010637,GO:0043065,GO:0016540,GO:0006515,GO:1903850,GO:0031638
nbis-gene-11810	GO:0005737,GO:0005096,GO:0007264
nbis-gene-10829	GO:0005737,GO:0005634,GO:0009873,GO:0010105,GO:0016567,GO:0009723,GO:0006511
nbis-gene-10906	GO:0030895,GO:0005737,GO:0005783,GO:0000792,GO:0045293,GO:0005634,GO:0140767,GO:0003729,GO:0003727,GO:0016554,GO:0007566,GO:0010609,GO:0016556,GO:0006397,GO:2000623,GO:0050714,GO:0050821
nbis-gene-10817	GO:0005737,GO:0005794,GO:0043025,GO:0005524,GO:0005525,GO:0046872,GO:0106310,GO:0004674,GO:0048846,GO:1902236,GO:0016310,GO:0008104,GO:0034976,GO:0006979,GO:0048489
nbis-gene-11934	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-11716	GO:0005737,GO:0005829,GO:0019005,GO:0030282,GO:0009953,GO:0000086,GO:0030513,GO:0016567,GO:0031146
nbis-gene-11467	GO:0005654,GO:0005634,GO:0003677,GO:0006355
nbis-gene-11633	GO:0016020
nbis-gene-10858	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-11720	GO:0016020
nbis-gene-11227_nbis-gene-11229_nbis-gene-11222	GO:0005923,GO:0034451,GO:0016604,GO:0005654,GO:0005634,GO:0016605,GO:0003677,GO:0006334
nbis-gene-10770	GO:0061702,GO:0005737,GO:0005829,GO:0005783,GO:0005576,GO:0000139,GO:0031021,GO:0016020,GO:0005815,GO:0005739,GO:0072559,GO:0005634,GO:0043531,GO:0005524,GO:0016887,GO:0140608,GO:0140297,GO:0042802,GO:0060090,GO:0140693,GO:1901981,GO:0070273,GO:0043565,GO:0035591,GO:0140299,GO:0002526,GO:0071222,GO:0071224,GO:0098586,GO:0050830,GO:0051607,GO:0009595,GO:0006954,GO:0045087,GO:0002523,GO:0002674,GO:0050728,GO:0032691,GO:0032088,GO:1901223,GO:0044546,GO:0007231,GO:0002221,GO:0043280,GO:0002720,GO:0050729,GO:0032731,GO:0032736,GO:0032753,GO:0032754,GO:1901224,GO:2000321,GO:2000553,GO:0045630,GO:0045944,GO:0002830,GO:0051260,GO:0051604,GO:0070269,GO:0050727,GO:0045471,GO:0014070
nbis-gene-10977	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-10905	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-11372	GO:0003964
nbis-gene-11661	GO:0030424,GO:0009986,GO:0005581,GO:0005615,GO:0005886,GO:0086080,GO:0045162,GO:0032528,GO:0007165
nbis-gene-10903	GO:0030895,GO:0005737,GO:0005783,GO:0000792,GO:0045293,GO:0005654,GO:0005634,GO:0140767,GO:0003729,GO:0003723,GO:0003727,GO:0016554,GO:0007566,GO:0010609,GO:0016556,GO:0006397,GO:2000623,GO:1901537,GO:0050714,GO:0050821
nbis-gene-11786	GO:0005829,GO:0005739,GO:0005634,GO:1990904,GO:0005525,GO:0003924,GO:0043021,GO:0035368,GO:0003746,GO:0000049,GO:0001514
nbis-gene-11679	GO:0005581,GO:0062023,GO:0031012,GO:0005576,GO:0005615,GO:0032991,GO:0042383,GO:0005518,GO:0007155,GO:0009749
nbis-gene-11006	GO:0005524,GO:0106310,GO:0004674,GO:0016310
nbis-gene-10934	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-10818	GO:0005581,GO:0062023,GO:0005576,GO:0030020,GO:0007155
nbis-gene-11041	GO:0005783,GO:0016020,GO:0047676,GO:0005524,GO:0004467
nbis-gene-11474	GO:0005524,GO:0004356,GO:0046872,GO:0006542
nbis-gene-10904	GO:0005737,GO:0005634,GO:0003729,GO:0003723,GO:0051728,GO:0007143,GO:0007140,GO:0048255,GO:0048477,GO:0048515,GO:0007283,GO:0001829
nbis-gene-11040	GO:0005776,GO:0005829,GO:0005789,GO:0010008,GO:0005794,GO:0031966,GO:0000407,GO:0034271,GO:0034272,GO:0000045,GO:0006914,GO:0007049,GO:0051301,GO:0006995,GO:0090398,GO:0045022,GO:0007507,GO:0045324,GO:0010508,GO:0043416
nbis-gene-11807	GO:0005737,GO:0005634,GO:0001228,GO:0000978,GO:0043565,GO:0061419,GO:0007221
nbis-gene-11369	GO:0003677,GO:0015074,GO:0006310,GO:0075713,GO:0046718,GO:0044826
nbis-gene-11868	GO:0005829,GO:0005778,GO:0005777,GO:0046485
nbis-gene-10992	GO:0070062,GO:0005576,GO:0005615,GO:0043231,GO:0005764,GO:0016020,GO:0005654,GO:0052740,GO:0016411,GO:0047499,GO:0004622,GO:0008374,GO:0102545,GO:0052739,GO:0008970,GO:0005543,GO:0008270,GO:0006672,GO:0006651,GO:0009062,GO:0006650,GO:0034638,GO:0046470,GO:0046338,GO:0046471,GO:0006658,GO:0006644
nbis-gene-11806	GO:0005509,GO:0005096
nbis-gene-11806	GO:0005509,GO:0005096
nbis-gene-11806	GO:0005509,GO:0005096
nbis-gene-11806	GO:0005509,GO:0005096
nbis-gene-11659	GO:0032580,GO:0000139,GO:0046920
nbis-gene-10822	GO:0005581,GO:0062023,GO:0005576,GO:0030020,GO:0007155
nbis-gene-10914	GO:0030895,GO:0005737,GO:0005783,GO:0003727,GO:0006397,GO:0050821
nbis-gene-11881	GO:0019005,GO:0031146
nbis-gene-11675	GO:0000793,GO:0000779,GO:0000794,GO:0000796,GO:0042585,GO:0000776,GO:0005654,GO:0005721,GO:0042393,GO:0035064,GO:0051301,GO:0010032,GO:0051307,GO:0007076,GO:1905821,GO:0051984,GO:1905820
nbis-gene-11162	GO:0005584,GO:0062023,GO:0005737,GO:0005615,GO:0030020,GO:0046872,GO:0001568,GO:0030198,GO:0001503,GO:0009612,GO:0001501,GO:0043588
nbis-gene-11450	GO:0005654,GO:1990904,GO:0003723,GO:0043484
nbis-gene-11450	GO:0005654,GO:1990904,GO:0003723,GO:0043484
nbis-gene-10921	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-11252	GO:0009986,GO:0005829,GO:0005615,GO:0005654,GO:0005886,GO:0042056,GO:0005125,GO:0005126,GO:0004167,GO:0042802,GO:0050178,GO:0002020,GO:0007166,GO:0090398,GO:0030330,GO:0006954,GO:0045087,GO:2000773,GO:0043518,GO:0010629,GO:1902166,GO:0010760,GO:0002906,GO:0033033,GO:0051248,GO:0090238,GO:0030890,GO:2000343,GO:0070374,GO:0048146,GO:0031666,GO:0061081,GO:0033138,GO:0050731,GO:0061078,GO:0010739,GO:0032760,GO:0001516,GO:0070207
nbis-gene-10860	GO:0005634,GO:0019005,GO:0004842,GO:0009734,GO:0071365,GO:0010311,GO:0051781,GO:0016567,GO:0031146
nbis-gene-11358	GO:0005654,GO:0005634,GO:0003677,GO:0006355
nbis-gene-11755	GO:0005634,GO:0051131
nbis-gene-11703	GO:0005737,GO:0005634,GO:0003824
nbis-gene-11513	GO:0000932,GO:0035198,GO:0030371,GO:0061630,GO:0004842,GO:0008270,GO:0061158,GO:0071310,GO:0008543,GO:0000082,GO:0010586,GO:0035196,GO:0035278,GO:0017148,GO:0001843,GO:0021915,GO:2000637,GO:0010608,GO:0043161,GO:0051865,GO:0060964,GO:2000177,GO:0072089
nbis-gene-10973	GO:0005737,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0045202,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-10830	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-10881	GO:0015629,GO:0016235,GO:0005737,GO:0005829,GO:0005783,GO:0005789,GO:0043005,GO:0043025
nbis-gene-11522	GO:0016207,GO:0005524,GO:0009698
